municode,State,Municipality,Domestic_Tariff,Divisional_Area,DAC_Area,Fixed,January_marginal,February_marginal,March_marginal,April_marginal,May_marginal,June_marginal,July_marginal,Agust_marginal,September_marginal,October_marginal,November_marginal,December_marginal
20362,Oaxaca,Santa Catarina Cuixtla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20363,Oaxaca,Santa Catarina Ixtepeji,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20364,Oaxaca,Santa Catarina Juquila,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20365,Oaxaca,Santa Catarina Lachatao,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20366,Oaxaca,Santa Catarina Loxicha,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20367,Oaxaca,Santa Catarina Mechoacan,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20368,Oaxaca,Santa Catarina Minas,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20369,Oaxaca,Santa Catarina Quiane,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20370,Oaxaca,Santa Catarina Tayata,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20371,Oaxaca,Santa Catarina Ticua,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20372,Oaxaca,Santa Catarina Yosonotu,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20373,Oaxaca,Santa Catarina Zapoquila,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20374,Oaxaca,Santa Cruz Acatepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20375,Oaxaca,Santa Cruz Amilpas,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20376,Oaxaca,Santa Cruz de Bravo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20377,Oaxaca,Santa Cruz Itundujia,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20378,Oaxaca,Santa Cruz Mixtepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20379,Oaxaca,Santa Cruz Nundaco,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20380,Oaxaca,Santa Cruz Papalutla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20381,Oaxaca,Santa Cruz Tacache de Mina,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20382,Oaxaca,Santa Cruz Tacahua,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20383,Oaxaca,Santa Cruz Tayata,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20384,Oaxaca,Santa Cruz Xitla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20385,Oaxaca,Santa Cruz Xoxocotlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20386,Oaxaca,Santa Cruz Zenzontepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20387,Oaxaca,Santa Gertrudis,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20388,Oaxaca,Santa Ines del Monte,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20389,Oaxaca,Santa Ines Yatzeche,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20390,Oaxaca,Santa Lucia del Camino,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20391,Oaxaca,Santa Lucia Miahuatlﬂn,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20392,Oaxaca,Santa Lucia Monteverde,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20393,Oaxaca,Santa Lucia Ocotlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20394,Oaxaca,Santa Maria Alotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20395,Oaxaca,Santa Maria Apazco,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20396,Oaxaca,Santa Maria la Asuncion,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20398,Oaxaca,Ayoquezco de Aldama,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20399,Oaxaca,Santa Maria Atzompa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20400,Oaxaca,Santa Maria Camotlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20401,Oaxaca,Santa Maria Colotepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20402,Oaxaca,Santa Maria Cortijo,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20403,Oaxaca,Santa Maria Coyotepec,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20404,Oaxaca,Santa Maria Chachoapam,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20405,Oaxaca,Villa de Chilapa de Diaz,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20406,Oaxaca,Santa Maria Chilchotla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20407,Oaxaca,Santa Maria Chimalapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20408,Oaxaca,Santa Maria del Rosario,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20409,Oaxaca,Santa Maria del Tule,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20410,Oaxaca,Santa Maria Ecatepec,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20411,Oaxaca,Santa Maria Guelace,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20412,Oaxaca,Santa Maria Guienagati,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20413,Oaxaca,Santa Maria Huatulco,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20414,Oaxaca,Santa Maria Huazolotitlan,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20415,Oaxaca,Santa Maria Ipalapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20416,Oaxaca,Santa Maria Ixcatlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20417,Oaxaca,Santa Maria Jacatepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20418,Oaxaca,Santa Maria Jalapa del Marques,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20419,Oaxaca,Santa Maria Jaltianguis,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20420,Oaxaca,Santa Maria Lachixio,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20421,Oaxaca,Santa Maria Mixtequilla,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20422,Oaxaca,Santa Maria Nativitas,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20423,Oaxaca,Santa Maria Nduayaco,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20424,Oaxaca,Santa Maria Ozolotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20425,Oaxaca,Santa Maria Papalo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20426,Oaxaca,Santa Maria Penoles,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20427,Oaxaca,Santa Maria Petapa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20428,Oaxaca,Santa Maria Quiegolani,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20429,Oaxaca,Santa Maria Sola,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20430,Oaxaca,Santa Maria Tataltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20431,Oaxaca,Santa Maria Tecomavaca,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20432,Oaxaca,Santa Maria Temaxcalapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20433,Oaxaca,Santa Maria Temaxcaltepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20434,Oaxaca,Santa Maria Teopoxco,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20435,Oaxaca,Santa Maria Tepantlali,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20436,Oaxaca,Santa Maria Texcatitlan,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20437,Oaxaca,Santa Maria Tlahuitoltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20438,Oaxaca,Santa Maria Tlalixtac,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20439,Oaxaca,Santa Maria Tonameca,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20440,Oaxaca,Santa Maria Totolapilla,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20441,Oaxaca,Santa Maria Xadani,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20442,Oaxaca,Santa Maria Yalina,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20443,Oaxaca,Santa Maria Yavesia,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20444,Oaxaca,Santa Maria Yolotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20445,Oaxaca,Santa Maria Yosoyua,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20446,Oaxaca,Santa Maria Yucuhiti,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20447,Oaxaca,Santa Maria Zacatepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20448,Oaxaca,Santa Maria Zaniza,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20449,Oaxaca,Santa Maria Zoquitlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20450,Oaxaca,Santiago Amoltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20451,Oaxaca,Santiago Apoala,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20452,Oaxaca,Santiago Apostol,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20453,Oaxaca,Santiago Astata,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20454,Oaxaca,Santiago Atitlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20455,Oaxaca,Santiago Ayuquililla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20456,Oaxaca,Santiago Cacaloxtepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20457,Oaxaca,Santiago Camotlan,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20458,Oaxaca,Santiago Comaltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20459,Oaxaca,Santiago Chazumba,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20460,Oaxaca,Santiago Choapam,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20461,Oaxaca,Santiago del Rio,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20462,Oaxaca,Santiago Huajolotitlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20463,Oaxaca,Santiago Huauclilla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20464,Oaxaca,Santiago Ihuitlan Plumas,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20465,Oaxaca,Santiago Ixcuintepec,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20466,Oaxaca,Santiago Ixtayutla,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20467,Oaxaca,Santiago Jamiltepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20468,Oaxaca,Santiago Jocotepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20469,Oaxaca,Santiago Juxtlahuaca,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20470,Oaxaca,Santiago Lachiguiri,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20471,Oaxaca,Santiago Lalopa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20472,Oaxaca,Santiago Laollaga,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20473,Oaxaca,Santiago Laxopa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20474,Oaxaca,Santiago Llano Grande,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20475,Oaxaca,Santiago Matatlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20476,Oaxaca,Santiago Miltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20477,Oaxaca,Santiago Minas,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20478,Oaxaca,Santiago Nacaltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20479,Oaxaca,Santiago Nejapilla,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20480,Oaxaca,Santiago Nundiche,5,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20481,Oaxaca,Santiago Nuyoo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20482,Oaxaca,Santiago Pinotepa Nacional,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20483,Oaxaca,Santiago Suchilquitongo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20484,Oaxaca,Santiago Tamazola,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20485,Oaxaca,Santiago Tapextla,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20486,Oaxaca,Villa Tejupam de la Union,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20487,Oaxaca,Santiago Tenango,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20488,Oaxaca,Santiago Tepetlapa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20489,Oaxaca,Santiago Tetepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20490,Oaxaca,Santiago Texcalcingo,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20491,Oaxaca,Santiago Textitlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20492,Oaxaca,Santiago Tilantongo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20493,Oaxaca,Santiago Tillo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20494,Oaxaca,Santiago Tlazoyaltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20495,Oaxaca,Santiago Xanica,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20496,Oaxaca,Santiago Xiacui,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20497,Oaxaca,Santiago Yaitepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20498,Oaxaca,Santiago Yaveo,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20499,Oaxaca,Santiago Yolomecatl,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20500,Oaxaca,Santiago Yosondua,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20501,Oaxaca,Santiago Yucuyachi,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20502,Oaxaca,Santiago Zacatepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20503,Oaxaca,Santiago Zoochila,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20504,Oaxaca,Nuevo Zoquiapam,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20505,Oaxaca,Santo Domingo Ingenio,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20506,Oaxaca,Santo Domingo Albarradas,6,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20507,Oaxaca,Santo Domingo Armenta,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20508,Oaxaca,Santo Domingo Chihuitan,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20509,Oaxaca,Santo Domingo de Morelos,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20510,Oaxaca,Santo Domingo Ixcatlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20511,Oaxaca,Santo Domingo Nuxaa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20512,Oaxaca,Santo Domingo Ozolotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20513,Oaxaca,Santo Domingo Petapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20514,Oaxaca,Santo Domingo Roayaga,5,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20515,Oaxaca,Santo Domingo Tehuantepec,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20516,Oaxaca,Santo Domingo Teojomulco,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20517,Oaxaca,Santo Domingo Tepuxtepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20518,Oaxaca,Santo Domingo Tlatayapam,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20519,Oaxaca,Santo Domingo Tomaltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20520,Oaxaca,Santo Domingo Tonala,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20521,Oaxaca,Santo Domingo Tonaltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20522,Oaxaca,Santo Domingo Xagacia,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20523,Oaxaca,Santo Domingo Yanhuitlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
