municode,State,Municipality,Domestic_Tariff,Divisional_Area,DAC_Area,Fixed,January_marginal,February_marginal,March_marginal,April_marginal,May_marginal,June_marginal,July_marginal,Agust_marginal,September_marginal,October_marginal,November_marginal,December_marginal
20199,Oaxaca,San Juan Ihualtepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20200,Oaxaca,San Juan Juquila Mixes,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20201,Oaxaca,San Juan Juquila Vijanos,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20202,Oaxaca,San Juan Lachao,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20203,Oaxaca,San Juan Lachigalla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20204,Oaxaca,San Juan Lajarcia,5,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20205,Oaxaca,San Juan Lalana,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20206,Oaxaca,San Juan de los Cues,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20207,Oaxaca,San Juan Mazatlan,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20208,Oaxaca,San Juan Mixtepec -Dto. 08 -,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20209,Oaxaca,San Juan Mixtepec -Dto. 26 -,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20210,Oaxaca,San Juan Numi,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20211,Oaxaca,San Juan Ozolotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20212,Oaxaca,San Juan Petlapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20213,Oaxaca,San Juan Quiahije,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20214,Oaxaca,San Juan Quiotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20215,Oaxaca,San Juan Sayultepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20216,Oaxaca,San Juan Tabaa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20217,Oaxaca,San Juan Tamazola,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20218,Oaxaca,San Juan Teita,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20219,Oaxaca,San Juan Teitipac,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20220,Oaxaca,San Juan Tepeuxila,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20221,Oaxaca,San Juan Teposcolula,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20222,Oaxaca,San Juan Yaee,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20223,Oaxaca,San Juan Yatzona,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20224,Oaxaca,San Juan Yucuita,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20225,Oaxaca,San Lorenzo,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20226,Oaxaca,San Lorenzo Albarradas,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20227,Oaxaca,San Lorenzo Cacaotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20228,Oaxaca,San Lorenzo Cuaunecuiltitla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20229,Oaxaca,San Lorenzo Texmelucan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20230,Oaxaca,San Lorenzo Victoria,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20231,Oaxaca,San Lucas Camotlan,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20232,Oaxaca,San Lucas Ojitlan,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20233,Oaxaca,San Lucas Quiavini,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20234,Oaxaca,San Lucas Zoquiapam,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20235,Oaxaca,San Luis Amatlan,6,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20236,Oaxaca,San Marcial Ozolotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20237,Oaxaca,San Marcos Arteaga,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20238,Oaxaca,San Martin de los Cansecos,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20239,Oaxaca,San Martin Huamelulpam,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20240,Oaxaca,San Martin Itunyoso,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20241,Oaxaca,San Martin Lachila,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20242,Oaxaca,San Martin Peras,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20243,Oaxaca,San Martin Tilcajete,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20244,Oaxaca,San Martin Toxpalan,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20245,Oaxaca,San Martin Zacatepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20246,Oaxaca,San Mateo Cajonos,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20247,Oaxaca,Capulalpam de Mendez,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20248,Oaxaca,San Mateo del Mar,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20249,Oaxaca,San Mateo Yoloxochitlan,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20250,Oaxaca,San Mateo Etlatongo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20251,Oaxaca,San Mateo Nejapam,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20252,Oaxaca,San Mateo Penasco,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20253,Oaxaca,San Mateo Pinas,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20254,Oaxaca,San Mateo Rio Hondo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20255,Oaxaca,San Mateo Sindihui,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20256,Oaxaca,San Mateo Tlapiltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20257,Oaxaca,San Melchor Betaza,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20258,Oaxaca,San Miguel Achiutla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20259,Oaxaca,San Miguel Ahuehuetitlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20260,Oaxaca,San Miguel Aloapam,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20261,Oaxaca,San Miguel Amatitlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20262,Oaxaca,San Miguel Amatlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20263,Oaxaca,San Miguel Coatlan,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20264,Oaxaca,San Miguel Chicahua,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20265,Oaxaca,San Miguel Chimalapa,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20266,Oaxaca,San Miguel del Puerto,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20267,Oaxaca,San Miguel del Rio,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20268,Oaxaca,San Miguel Ejutla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20269,Oaxaca,San Miguel el Grande,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20270,Oaxaca,San Miguel Huautla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20271,Oaxaca,San Miguel Mixtepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20272,Oaxaca,San Miguel Panixtlahuaca,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20273,Oaxaca,San Miguel Peras,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20274,Oaxaca,San Miguel Piedras,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20275,Oaxaca,San Miguel Quetzaltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20276,Oaxaca,San Miguel Santa Flor,6,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20277,Oaxaca,Villa Sola de Vega,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20278,Oaxaca,San Miguel Soyaltepec,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20279,Oaxaca,San Miguel Suchixtepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20280,Oaxaca,Villa Talea de Castro,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20281,Oaxaca,San Miguel Tecomatlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20282,Oaxaca,San Miguel Tenango,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20283,Oaxaca,San Miguel Tequixtepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20284,Oaxaca,San Miguel Tilquiapam,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20285,Oaxaca,San Miguel Tlacamama,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20286,Oaxaca,San Miguel Tlacotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20287,Oaxaca,San Miguel Tulancingo,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20288,Oaxaca,San Miguel Yotao,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20289,Oaxaca,San Nicolas,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20290,Oaxaca,San Nicolas Hidalgo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20291,Oaxaca,San Pablo Coatlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20292,Oaxaca,San Pablo Cuatro Venados,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20293,Oaxaca,San Pablo Etla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20294,Oaxaca,San Pablo Huitzo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20295,Oaxaca,San Pablo Huixtepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20296,Oaxaca,San Pablo Macuiltianguis,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20297,Oaxaca,San Pablo Tijaltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20298,Oaxaca,San Pablo Villa de Mitla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20299,Oaxaca,San Pablo Yaganiza,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20300,Oaxaca,San Pedro Amuzgos,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20301,Oaxaca,San Pedro Apostol,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20302,Oaxaca,San Pedro Atoyac,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20303,Oaxaca,San Pedro Cajonos,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20304,Oaxaca,San Pedro Coxcaltepec Cantaros,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20305,Oaxaca,San Pedro Comitancillo,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20306,Oaxaca,San Pedro el Alto,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20307,Oaxaca,San Pedro Huamelula,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20308,Oaxaca,San Pedro Huilotepec,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20309,Oaxaca,San Pedro Ixcatlan,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20310,Oaxaca,San Pedro Ixtlahuaca,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20311,Oaxaca,San Pedro Jaltepetongo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20312,Oaxaca,San Pedro Jicayan,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20313,Oaxaca,San Pedro Jocotipac,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20314,Oaxaca,San Pedro Juchatengo,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20315,Oaxaca,San Pedro Martir,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20316,Oaxaca,San Pedro Martir Quiechapa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20317,Oaxaca,San Pedro Martir Yucuxaco,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20318,Oaxaca,San Pedro Mixtepec -Dto. 22 -,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20319,Oaxaca,San Pedro Mixtepec -Dto. 26 -,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20320,Oaxaca,San Pedro Molinos,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20321,Oaxaca,San Pedro Nopala,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20322,Oaxaca,San Pedro Ocopetatillo,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20323,Oaxaca,San Pedro Ocotepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20324,Oaxaca,San Pedro Pochutla,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20325,Oaxaca,San Pedro Quiatoni,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20326,Oaxaca,San Pedro Sochiapam,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20327,Oaxaca,San Pedro Tapanatepec,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20328,Oaxaca,San Pedro Taviche,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20329,Oaxaca,San Pedro Teozacoalco,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20330,Oaxaca,San Pedro Teutila,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20331,Oaxaca,San Pedro Tidaa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20332,Oaxaca,San Pedro Topiltepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20333,Oaxaca,San Pedro Totolapam,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20334,Oaxaca,Villa de Tututepec de Melchor Ocampo,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20335,Oaxaca,San Pedro Yaneri,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20336,Oaxaca,San Pedro Yolox,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20337,Oaxaca,San Pedro y San Pablo Ayutla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20338,Oaxaca,Villa de Etla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20339,Oaxaca,San Pedro y San Pablo Teposcolula,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20341,Oaxaca,San Pedro Yucunama,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20342,Oaxaca,San Raymundo Jalpan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20343,Oaxaca,San Sebastian Abasolo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20344,Oaxaca,San Sebastian Coatlan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20345,Oaxaca,San Sebastian Ixcapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20346,Oaxaca,San Sebastian Nicananduta,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20347,Oaxaca,San Sebastian Rio Hondo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20348,Oaxaca,San Sebastian Tecomaxtlahuaca,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20349,Oaxaca,San Sebastian Teitipac,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20350,Oaxaca,San Sebastian Tutla,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20351,Oaxaca,San Simon Almolongas,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20352,Oaxaca,San Simon Zahuatlan,6,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20353,Oaxaca,Santa Ana,5,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20354,Oaxaca,Santa Ana Ateixtlahuaca,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20355,Oaxaca,Santa Ana Cuauhtemoc,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20356,Oaxaca,Santa Ana del Valle,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20357,Oaxaca,Santa Ana Tavela,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20358,Oaxaca,Santa Ana Tlapacoyan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20359,Oaxaca,Santa Ana Yareni,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20360,Oaxaca,Santa Ana Zegache,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
20361,Oaxaca,Santa Catalina Quieri,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
